TOTIME         ,SWRDT          ,KPER      ,KSTP      ,KSWR      ,STAGE0000000001,STAGE0000000002,STAGE0000000003,STAGE0000000004,STAGE0000000005,STAGE0000000006,STAGE0000000007,STAGE0000000008,STAGE0000000009,STAGE0000000010,STAGE0000000011,STAGE0000000012,STAGE0000000013,STAGE0000000014,STAGE0000000015,STAGE0000000016,STAGE0000000017,STAGE0000000018,
  0.2304000E+06,  0.1800000E+04,        25,        80,         1,  0.3007910E+01,  0.3007910E+01,  0.3007910E+01,  0.3007910E+01,  0.3007910E+01,  0.3007910E+01,  0.3007910E+01,  0.3007910E+01,  0.3007910E+01,  0.3007910E+01,  0.3007910E+01,  0.3007910E+01,  0.3007910E+01,  0.3007910E+01,  0.2010312E+01,  0.2010311E+01,  0.2010311E+01,  0.2010310E+01,
  0.2322000E+06,  0.1800000E+04,        25,        81,         1,  0.3007738E+01,  0.3007738E+01,  0.3007738E+01,  0.3007738E+01,  0.3007738E+01,  0.3007738E+01,  0.3007738E+01,  0.3007738E+01,  0.3007738E+01,  0.3007738E+01,  0.3007738E+01,  0.3007738E+01,  0.3007738E+01,  0.3007738E+01,  0.2010090E+01,  0.2010090E+01,  0.2010089E+01,  0.2010089E+01,
  0.2340000E+06,  0.1800000E+04,        25,        82,         1,  0.3007571E+01,  0.3007571E+01,  0.3007571E+01,  0.3007571E+01,  0.3007571E+01,  0.3007571E+01,  0.3007571E+01,  0.3007571E+01,  0.3007571E+01,  0.3007571E+01,  0.3007571E+01,  0.3007571E+01,  0.3007571E+01,  0.3007571E+01,  0.2009875E+01,  0.2009875E+01,  0.2009874E+01,  0.2009874E+01,
  0.2358000E+06,  0.1800000E+04,        25,        83,         1,  0.3007410E+01,  0.3007410E+01,  0.3007410E+01,  0.3007410E+01,  0.3007410E+01,  0.3007410E+01,  0.3007410E+01,  0.3007410E+01,  0.3007410E+01,  0.3007410E+01,  0.3007410E+01,  0.3007410E+01,  0.3007410E+01,  0.3007410E+01,  0.2009667E+01,  0.2009666E+01,  0.2009666E+01,  0.2009666E+01,
  0.2376000E+06,  0.1800000E+04,        25,        84,         1,  0.3007254E+01,  0.3007254E+01,  0.3007254E+01,  0.3007254E+01,  0.3007254E+01,  0.3007254E+01,  0.3007254E+01,  0.3007254E+01,  0.3007254E+01,  0.3007254E+01,  0.3007254E+01,  0.3007254E+01,  0.3007254E+01,  0.3007254E+01,  0.2009465E+01,  0.2009465E+01,  0.2009464E+01,  0.2009464E+01,
  0.2394000E+06,  0.1800000E+04,        25,        85,         1,  0.3007103E+01,  0.3007103E+01,  0.3007103E+01,  0.3007103E+01,  0.3007103E+01,  0.3007103E+01,  0.3007103E+01,  0.3007103E+01,  0.3007103E+01,  0.3007103E+01,  0.3007103E+01,  0.3007103E+01,  0.3007103E+01,  0.3007103E+01,  0.2009269E+01,  0.2009269E+01,  0.2009268E+01,  0.2009268E+01,
  0.2412000E+06,  0.1800000E+04,        25,        86,         1,  0.3006955E+01,  0.3006955E+01,  0.3006955E+01,  0.3006955E+01,  0.3006955E+01,  0.3006955E+01,  0.3006955E+01,  0.3006955E+01,  0.3006955E+01,  0.3006955E+01,  0.3006955E+01,  0.3006955E+01,  0.3006955E+01,  0.3006955E+01,  0.2009079E+01,  0.2009078E+01,  0.2009078E+01,  0.2009078E+01,
  0.2430000E+06,  0.1800000E+04,        25,        87,         1,  0.3006812E+01,  0.3006812E+01,  0.3006812E+01,  0.3006812E+01,  0.3006812E+01,  0.3006812E+01,  0.3006812E+01,  0.3006812E+01,  0.3006812E+01,  0.3006812E+01,  0.3006812E+01,  0.3006812E+01,  0.3006812E+01,  0.3006812E+01,  0.2008894E+01,  0.2008894E+01,  0.2008893E+01,  0.2008893E+01,
  0.2448000E+06,  0.1800000E+04,        25,        88,         1,  0.3006674E+01,  0.3006674E+01,  0.3006674E+01,  0.3006674E+01,  0.3006674E+01,  0.3006674E+01,  0.3006674E+01,  0.3006674E+01,  0.3006674E+01,  0.3006674E+01,  0.3006674E+01,  0.3006674E+01,  0.3006674E+01,  0.3006674E+01,  0.2008715E+01,  0.2008715E+01,  0.2008714E+01,  0.2008714E+01,
  0.2466000E+06,  0.1800000E+04,        25,        89,         1,  0.3006541E+01,  0.3006541E+01,  0.3006541E+01,  0.3006541E+01,  0.3006541E+01,  0.3006541E+01,  0.3006541E+01,  0.3006541E+01,  0.3006541E+01,  0.3006541E+01,  0.3006541E+01,  0.3006541E+01,  0.3006541E+01,  0.3006541E+01,  0.2008541E+01,  0.2008541E+01,  0.2008541E+01,  0.2008540E+01,
  0.2484000E+06,  0.1800000E+04,        25,        90,         1,  0.3006412E+01,  0.3006412E+01,  0.3006412E+01,  0.3006412E+01,  0.3006412E+01,  0.3006412E+01,  0.3006412E+01,  0.3006412E+01,  0.3006412E+01,  0.3006412E+01,  0.3006412E+01,  0.3006412E+01,  0.3006412E+01,  0.3006412E+01,  0.2008373E+01,  0.2008372E+01,  0.2008372E+01,  0.2008372E+01,
  0.2502000E+06,  0.1800000E+04,        25,        91,         1,  0.3006286E+01,  0.3006286E+01,  0.3006286E+01,  0.3006286E+01,  0.3006286E+01,  0.3006286E+01,  0.3006286E+01,  0.3006286E+01,  0.3006286E+01,  0.3006286E+01,  0.3006286E+01,  0.3006286E+01,  0.3006286E+01,  0.3006286E+01,  0.2008208E+01,  0.2008208E+01,  0.2008208E+01,  0.2008208E+01,
  0.2520000E+06,  0.1800000E+04,        25,        92,         1,  0.3006163E+01,  0.3006163E+01,  0.3006163E+01,  0.3006163E+01,  0.3006163E+01,  0.3006163E+01,  0.3006163E+01,  0.3006163E+01,  0.3006163E+01,  0.3006163E+01,  0.3006163E+01,  0.3006163E+01,  0.3006163E+01,  0.3006163E+01,  0.2008052E+01,  0.2008051E+01,  0.2008051E+01,  0.2008051E+01,
  0.2538000E+06,  0.1800000E+04,        25,        93,         1,  0.3006045E+01,  0.3006045E+01,  0.3006045E+01,  0.3006045E+01,  0.3006045E+01,  0.3006045E+01,  0.3006045E+01,  0.3006045E+01,  0.3006045E+01,  0.3006045E+01,  0.3006045E+01,  0.3006045E+01,  0.3006045E+01,  0.3006045E+01,  0.2007897E+01,  0.2007897E+01,  0.2007896E+01,  0.2007896E+01,
  0.2556000E+06,  0.1800000E+04,        25,        94,         1,  0.3005931E+01,  0.3005931E+01,  0.3005931E+01,  0.3005931E+01,  0.3005931E+01,  0.3005931E+01,  0.3005931E+01,  0.3005931E+01,  0.3005931E+01,  0.3005931E+01,  0.3005931E+01,  0.3005931E+01,  0.3005931E+01,  0.3005931E+01,  0.2007746E+01,  0.2007746E+01,  0.2007746E+01,  0.2007746E+01,
  0.2574000E+06,  0.1800000E+04,        25,        95,         1,  0.3005819E+01,  0.3005819E+01,  0.3005819E+01,  0.3005819E+01,  0.3005819E+01,  0.3005819E+01,  0.3005819E+01,  0.3005819E+01,  0.3005819E+01,  0.3005819E+01,  0.3005819E+01,  0.3005819E+01,  0.3005819E+01,  0.3005819E+01,  0.2007603E+01,  0.2007603E+01,  0.2007603E+01,  0.2007603E+01,
  0.2592000E+06,  0.1800000E+04,        25,        96,         1,  0.3005709E+01,  0.3005709E+01,  0.3005709E+01,  0.3005709E+01,  0.3005709E+01,  0.3005709E+01,  0.3005709E+01,  0.3005709E+01,  0.3005709E+01,  0.3005709E+01,  0.3005709E+01,  0.3005709E+01,  0.3005709E+01,  0.3005709E+01,  0.2007463E+01,  0.2007463E+01,  0.2007463E+01,  0.2007463E+01,
  0.2610000E+06,  0.1800000E+04,        25,        97,         1,  0.3005602E+01,  0.3005602E+01,  0.3005602E+01,  0.3005602E+01,  0.3005602E+01,  0.3005602E+01,  0.3005602E+01,  0.3005602E+01,  0.3005602E+01,  0.3005602E+01,  0.3005602E+01,  0.3005602E+01,  0.3005602E+01,  0.3005602E+01,  0.2007327E+01,  0.2007327E+01,  0.2007327E+01,  0.2007327E+01,
  0.2628000E+06,  0.1800000E+04,        25,        98,         1,  0.3005498E+01,  0.3005498E+01,  0.3005498E+01,  0.3005498E+01,  0.3005498E+01,  0.3005498E+01,  0.3005498E+01,  0.3005498E+01,  0.3005498E+01,  0.3005498E+01,  0.3005498E+01,  0.3005498E+01,  0.3005498E+01,  0.3005498E+01,  0.2007194E+01,  0.2007194E+01,  0.2007194E+01,  0.2007194E+01,
  0.2646000E+06,  0.1800000E+04,        25,        99,         1,  0.3005397E+01,  0.3005397E+01,  0.3005397E+01,  0.3005397E+01,  0.3005397E+01,  0.3005397E+01,  0.3005397E+01,  0.3005397E+01,  0.3005397E+01,  0.3005397E+01,  0.3005397E+01,  0.3005397E+01,  0.3005397E+01,  0.3005397E+01,  0.2007065E+01,  0.2007065E+01,  0.2007065E+01,  0.2007065E+01,
  0.2664000E+06,  0.1800000E+04,        25,       100,         1,  0.3005299E+01,  0.3005299E+01,  0.3005299E+01,  0.3005299E+01,  0.3005299E+01,  0.3005299E+01,  0.3005299E+01,  0.3005299E+01,  0.3005299E+01,  0.3005299E+01,  0.3005299E+01,  0.3005299E+01,  0.3005299E+01,  0.3005299E+01,  0.2006939E+01,  0.2006939E+01,  0.2006939E+01,  0.2006939E+01,
  0.2682000E+06,  0.1800000E+04,        25,       101,         1,  0.3005203E+01,  0.3005203E+01,  0.3005203E+01,  0.3005203E+01,  0.3005203E+01,  0.3005203E+01,  0.3005203E+01,  0.3005203E+01,  0.3005203E+01,  0.3005203E+01,  0.3005203E+01,  0.3005203E+01,  0.3005203E+01,  0.3005203E+01,  0.2006817E+01,  0.2006817E+01,  0.2006817E+01,  0.2006817E+01,
  0.2700000E+06,  0.1800000E+04,        25,       102,         1,  0.3005110E+01,  0.3005110E+01,  0.3005110E+01,  0.3005110E+01,  0.3005110E+01,  0.3005110E+01,  0.3005110E+01,  0.3005110E+01,  0.3005110E+01,  0.3005110E+01,  0.3005110E+01,  0.3005110E+01,  0.3005110E+01,  0.3005110E+01,  0.2006698E+01,  0.2006698E+01,  0.2006697E+01,  0.2006697E+01,
  0.2718000E+06,  0.1800000E+04,        25,       103,         1,  0.3005019E+01,  0.3005019E+01,  0.3005019E+01,  0.3005019E+01,  0.3005019E+01,  0.3005019E+01,  0.3005019E+01,  0.3005019E+01,  0.3005019E+01,  0.3005019E+01,  0.3005019E+01,  0.3005019E+01,  0.3005019E+01,  0.3005019E+01,  0.2006581E+01,  0.2006581E+01,  0.2006580E+01,  0.2006580E+01,
  0.2736000E+06,  0.1800000E+04,        25,       104,         1,  0.3004931E+01,  0.3004931E+01,  0.3004931E+01,  0.3004931E+01,  0.3004931E+01,  0.3004931E+01,  0.3004931E+01,  0.3004931E+01,  0.3004931E+01,  0.3004931E+01,  0.3004931E+01,  0.3004931E+01,  0.3004931E+01,  0.3004931E+01,  0.2006467E+01,  0.2006467E+01,  0.2006467E+01,  0.2006466E+01,
  0.2754000E+06,  0.1800000E+04,        25,       105,         1,  0.3004845E+01,  0.3004845E+01,  0.3004845E+01,  0.3004845E+01,  0.3004845E+01,  0.3004845E+01,  0.3004845E+01,  0.3004845E+01,  0.3004845E+01,  0.3004845E+01,  0.3004845E+01,  0.3004845E+01,  0.3004845E+01,  0.3004845E+01,  0.2006356E+01,  0.2006356E+01,  0.2006356E+01,  0.2006356E+01,
  0.2772000E+06,  0.1800000E+04,        25,       106,         1,  0.3004761E+01,  0.3004761E+01,  0.3004761E+01,  0.3004761E+01,  0.3004761E+01,  0.3004761E+01,  0.3004761E+01,  0.3004761E+01,  0.3004761E+01,  0.3004761E+01,  0.3004761E+01,  0.3004761E+01,  0.3004761E+01,  0.3004761E+01,  0.2006248E+01,  0.2006248E+01,  0.2006248E+01,  0.2006248E+01,
  0.2790000E+06,  0.1800000E+04,        25,       107,         1,  0.3004679E+01,  0.3004679E+01,  0.3004679E+01,  0.3004679E+01,  0.3004679E+01,  0.3004679E+01,  0.3004679E+01,  0.3004679E+01,  0.3004679E+01,  0.3004679E+01,  0.3004679E+01,  0.3004679E+01,  0.3004679E+01,  0.3004679E+01,  0.2006142E+01,  0.2006142E+01,  0.2006142E+01,  0.2006142E+01,
  0.2808000E+06,  0.1800000E+04,        25,       108,         1,  0.3004600E+01,  0.3004600E+01,  0.3004600E+01,  0.3004600E+01,  0.3004600E+01,  0.3004600E+01,  0.3004600E+01,  0.3004600E+01,  0.3004600E+01,  0.3004600E+01,  0.3004600E+01,  0.3004600E+01,  0.3004600E+01,  0.3004600E+01,  0.2006039E+01,  0.2006039E+01,  0.2006039E+01,  0.2006039E+01,
  0.2826000E+06,  0.1800000E+04,        25,       109,         1,  0.3004522E+01,  0.3004522E+01,  0.3004522E+01,  0.3004522E+01,  0.3004522E+01,  0.3004522E+01,  0.3004522E+01,  0.3004522E+01,  0.3004522E+01,  0.3004522E+01,  0.3004522E+01,  0.3004522E+01,  0.3004522E+01,  0.3004522E+01,  0.2005939E+01,  0.2005939E+01,  0.2005939E+01,  0.2005939E+01,
  0.2844000E+06,  0.1800000E+04,        25,       110,         1,  0.3004446E+01,  0.3004446E+01,  0.3004446E+01,  0.3004446E+01,  0.3004446E+01,  0.3004446E+01,  0.3004446E+01,  0.3004446E+01,  0.3004446E+01,  0.3004446E+01,  0.3004446E+01,  0.3004446E+01,  0.3004446E+01,  0.3004446E+01,  0.2005840E+01,  0.2005840E+01,  0.2005840E+01,  0.2005840E+01,
  0.2862000E+06,  0.1800000E+04,        25,       111,         1,  0.3004372E+01,  0.3004372E+01,  0.3004372E+01,  0.3004372E+01,  0.3004372E+01,  0.3004372E+01,  0.3004372E+01,  0.3004372E+01,  0.3004372E+01,  0.3004372E+01,  0.3004372E+01,  0.3004372E+01,  0.3004372E+01,  0.3004372E+01,  0.2005744E+01,  0.2005744E+01,  0.2005744E+01,  0.2005744E+01,
  0.2880000E+06,  0.1800000E+04,        25,       112,         1,  0.3004300E+01,  0.3004300E+01,  0.3004300E+01,  0.3004300E+01,  0.3004300E+01,  0.3004300E+01,  0.3004300E+01,  0.3004300E+01,  0.3004300E+01,  0.3004300E+01,  0.3004300E+01,  0.3004300E+01,  0.3004300E+01,  0.3004300E+01,  0.2005650E+01,  0.2005650E+01,  0.2005650E+01,  0.2005650E+01,
  0.2898000E+06,  0.1800000E+04,        25,       113,         1,  0.3004230E+01,  0.3004230E+01,  0.3004230E+01,  0.3004230E+01,  0.3004230E+01,  0.3004230E+01,  0.3004230E+01,  0.3004230E+01,  0.3004230E+01,  0.3004230E+01,  0.3004230E+01,  0.3004230E+01,  0.3004230E+01,  0.3004230E+01,  0.2005557E+01,  0.2005557E+01,  0.2005557E+01,  0.2005557E+01,
  0.2916000E+06,  0.1800000E+04,        25,       114,         1,  0.3004162E+01,  0.3004162E+01,  0.3004162E+01,  0.3004162E+01,  0.3004162E+01,  0.3004162E+01,  0.3004162E+01,  0.3004162E+01,  0.3004162E+01,  0.3004162E+01,  0.3004162E+01,  0.3004162E+01,  0.3004162E+01,  0.3004162E+01,  0.2005468E+01,  0.2005468E+01,  0.2005468E+01,  0.2005468E+01,
  0.2934000E+06,  0.1800000E+04,        25,       115,         1,  0.3004096E+01,  0.3004096E+01,  0.3004096E+01,  0.3004096E+01,  0.3004096E+01,  0.3004096E+01,  0.3004096E+01,  0.3004096E+01,  0.3004096E+01,  0.3004096E+01,  0.3004096E+01,  0.3004096E+01,  0.3004096E+01,  0.3004096E+01,  0.2005379E+01,  0.2005379E+01,  0.2005379E+01,  0.2005379E+01,
  0.2952000E+06,  0.1800000E+04,        25,       116,         1,  0.3004031E+01,  0.3004031E+01,  0.3004031E+01,  0.3004031E+01,  0.3004031E+01,  0.3004031E+01,  0.3004031E+01,  0.3004031E+01,  0.3004031E+01,  0.3004031E+01,  0.3004031E+01,  0.3004031E+01,  0.3004031E+01,  0.3004031E+01,  0.2005294E+01,  0.2005294E+01,  0.2005294E+01,  0.2005293E+01,
  0.2970000E+06,  0.1800000E+04,        25,       117,         1,  0.3003968E+01,  0.3003968E+01,  0.3003968E+01,  0.3003968E+01,  0.3003968E+01,  0.3003968E+01,  0.3003968E+01,  0.3003968E+01,  0.3003968E+01,  0.3003968E+01,  0.3003968E+01,  0.3003968E+01,  0.3003968E+01,  0.3003968E+01,  0.2005209E+01,  0.2005209E+01,  0.2005209E+01,  0.2005209E+01,
  0.2988000E+06,  0.1800000E+04,        25,       118,         1,  0.3003906E+01,  0.3003906E+01,  0.3003906E+01,  0.3003906E+01,  0.3003906E+01,  0.3003906E+01,  0.3003906E+01,  0.3003906E+01,  0.3003906E+01,  0.3003906E+01,  0.3003906E+01,  0.3003906E+01,  0.3003906E+01,  0.3003906E+01,  0.2005127E+01,  0.2005127E+01,  0.2005127E+01,  0.2005127E+01,
  0.3006000E+06,  0.1800000E+04,        25,       119,         1,  0.3003845E+01,  0.3003845E+01,  0.3003845E+01,  0.3003845E+01,  0.3003845E+01,  0.3003845E+01,  0.3003845E+01,  0.3003845E+01,  0.3003845E+01,  0.3003845E+01,  0.3003845E+01,  0.3003845E+01,  0.3003845E+01,  0.3003845E+01,  0.2005046E+01,  0.2005046E+01,  0.2005046E+01,  0.2005046E+01,
  0.3024000E+06,  0.1800000E+04,        25,       120,         1,  0.3003787E+01,  0.3003787E+01,  0.3003787E+01,  0.3003787E+01,  0.3003787E+01,  0.3003787E+01,  0.3003787E+01,  0.3003787E+01,  0.3003787E+01,  0.3003787E+01,  0.3003787E+01,  0.3003787E+01,  0.3003787E+01,  0.3003787E+01,  0.2004968E+01,  0.2004968E+01,  0.2004967E+01,  0.2004967E+01,
  0.3042000E+06,  0.1800000E+04,        25,       121,         1,  0.3003729E+01,  0.3003729E+01,  0.3003729E+01,  0.3003729E+01,  0.3003729E+01,  0.3003729E+01,  0.3003729E+01,  0.3003729E+01,  0.3003729E+01,  0.3003729E+01,  0.3003729E+01,  0.3003729E+01,  0.3003729E+01,  0.3003729E+01,  0.2004890E+01,  0.2004890E+01,  0.2004890E+01,  0.2004890E+01,
  0.3060000E+06,  0.1800000E+04,        25,       122,         1,  0.3003673E+01,  0.3003673E+01,  0.3003673E+01,  0.3003673E+01,  0.3003673E+01,  0.3003673E+01,  0.3003673E+01,  0.3003673E+01,  0.3003673E+01,  0.3003673E+01,  0.3003673E+01,  0.3003673E+01,  0.3003673E+01,  0.3003673E+01,  0.2004815E+01,  0.2004815E+01,  0.2004815E+01,  0.2004815E+01,
  0.3078000E+06,  0.1800000E+04,        25,       123,         1,  0.3003620E+01,  0.3003620E+01,  0.3003620E+01,  0.3003620E+01,  0.3003620E+01,  0.3003620E+01,  0.3003620E+01,  0.3003620E+01,  0.3003620E+01,  0.3003620E+01,  0.3003620E+01,  0.3003620E+01,  0.3003620E+01,  0.3003620E+01,  0.2004741E+01,  0.2004741E+01,  0.2004741E+01,  0.2004741E+01,
  0.3096000E+06,  0.1800000E+04,        25,       124,         1,  0.3003567E+01,  0.3003567E+01,  0.3003567E+01,  0.3003567E+01,  0.3003567E+01,  0.3003567E+01,  0.3003567E+01,  0.3003567E+01,  0.3003567E+01,  0.3003567E+01,  0.3003567E+01,  0.3003567E+01,  0.3003567E+01,  0.3003567E+01,  0.2004670E+01,  0.2004670E+01,  0.2004670E+01,  0.2004670E+01,
  0.3114000E+06,  0.1800000E+04,        25,       125,         1,  0.3003514E+01,  0.3003514E+01,  0.3003514E+01,  0.3003514E+01,  0.3003514E+01,  0.3003514E+01,  0.3003514E+01,  0.3003514E+01,  0.3003514E+01,  0.3003514E+01,  0.3003514E+01,  0.3003514E+01,  0.3003514E+01,  0.3003514E+01,  0.2004599E+01,  0.2004599E+01,  0.2004599E+01,  0.2004598E+01,
  0.3132000E+06,  0.1800000E+04,        25,       126,         1,  0.3003463E+01,  0.3003463E+01,  0.3003463E+01,  0.3003463E+01,  0.3003463E+01,  0.3003463E+01,  0.3003463E+01,  0.3003463E+01,  0.3003463E+01,  0.3003463E+01,  0.3003463E+01,  0.3003463E+01,  0.3003463E+01,  0.3003463E+01,  0.2004528E+01,  0.2004528E+01,  0.2004528E+01,  0.2004528E+01,
  0.3150000E+06,  0.1800000E+04,        25,       127,         1,  0.3003412E+01,  0.3003412E+01,  0.3003412E+01,  0.3003412E+01,  0.3003412E+01,  0.3003412E+01,  0.3003412E+01,  0.3003412E+01,  0.3003412E+01,  0.3003412E+01,  0.3003412E+01,  0.3003412E+01,  0.3003412E+01,  0.3003412E+01,  0.2004458E+01,  0.2004457E+01,  0.2004457E+01,  0.2004457E+01,
  0.3168000E+06,  0.1800000E+04,        25,       128,         1,  0.3003363E+01,  0.3003363E+01,  0.3003363E+01,  0.3003363E+01,  0.3003363E+01,  0.3003363E+01,  0.3003363E+01,  0.3003363E+01,  0.3003363E+01,  0.3003363E+01,  0.3003363E+01,  0.3003363E+01,  0.3003363E+01,  0.3003363E+01,  0.2004389E+01,  0.2004389E+01,  0.2004389E+01,  0.2004389E+01,
  0.3186000E+06,  0.1800000E+04,        25,       129,         1,  0.3003315E+01,  0.3003315E+01,  0.3003315E+01,  0.3003315E+01,  0.3003315E+01,  0.3003315E+01,  0.3003315E+01,  0.3003315E+01,  0.3003315E+01,  0.3003315E+01,  0.3003315E+01,  0.3003315E+01,  0.3003315E+01,  0.3003315E+01,  0.2004321E+01,  0.2004321E+01,  0.2004321E+01,  0.2004321E+01,
  0.3204000E+06,  0.1800000E+04,        25,       130,         1,  0.3003268E+01,  0.3003268E+01,  0.3003268E+01,  0.3003268E+01,  0.3003268E+01,  0.3003268E+01,  0.3003268E+01,  0.3003268E+01,  0.3003268E+01,  0.3003268E+01,  0.3003268E+01,  0.3003268E+01,  0.3003268E+01,  0.3003268E+01,  0.2004255E+01,  0.2004255E+01,  0.2004255E+01,  0.2004255E+01,
  0.3222000E+06,  0.1800000E+04,        25,       131,         1,  0.3003222E+01,  0.3003222E+01,  0.3003222E+01,  0.3003222E+01,  0.3003222E+01,  0.3003222E+01,  0.3003222E+01,  0.3003222E+01,  0.3003222E+01,  0.3003222E+01,  0.3003222E+01,  0.3003222E+01,  0.3003222E+01,  0.3003222E+01,  0.2004190E+01,  0.2004190E+01,  0.2004190E+01,  0.2004190E+01,
  0.3240000E+06,  0.1800000E+04,        25,       132,         1,  0.3003178E+01,  0.3003178E+01,  0.3003178E+01,  0.3003178E+01,  0.3003178E+01,  0.3003178E+01,  0.3003178E+01,  0.3003178E+01,  0.3003178E+01,  0.3003178E+01,  0.3003178E+01,  0.3003178E+01,  0.3003178E+01,  0.3003178E+01,  0.2004127E+01,  0.2004127E+01,  0.2004127E+01,  0.2004127E+01,
  0.3258000E+06,  0.1800000E+04,        25,       133,         1,  0.3003134E+01,  0.3003134E+01,  0.3003134E+01,  0.3003134E+01,  0.3003134E+01,  0.3003134E+01,  0.3003134E+01,  0.3003134E+01,  0.3003134E+01,  0.3003134E+01,  0.3003134E+01,  0.3003134E+01,  0.3003134E+01,  0.3003134E+01,  0.2004066E+01,  0.2004066E+01,  0.2004066E+01,  0.2004066E+01,
  0.3276000E+06,  0.1800000E+04,        25,       134,         1,  0.3003091E+01,  0.3003091E+01,  0.3003091E+01,  0.3003091E+01,  0.3003091E+01,  0.3003091E+01,  0.3003091E+01,  0.3003091E+01,  0.3003091E+01,  0.3003091E+01,  0.3003091E+01,  0.3003091E+01,  0.3003091E+01,  0.3003091E+01,  0.2004005E+01,  0.2004005E+01,  0.2004005E+01,  0.2004005E+01,
  0.3294000E+06,  0.1800000E+04,        25,       135,         1,  0.3003049E+01,  0.3003049E+01,  0.3003049E+01,  0.3003049E+01,  0.3003049E+01,  0.3003049E+01,  0.3003049E+01,  0.3003049E+01,  0.3003049E+01,  0.3003049E+01,  0.3003049E+01,  0.3003049E+01,  0.3003049E+01,  0.3003049E+01,  0.2003945E+01,  0.2003945E+01,  0.2003945E+01,  0.2003945E+01,
  0.3312000E+06,  0.1800000E+04,        25,       136,         1,  0.3003008E+01,  0.3003008E+01,  0.3003008E+01,  0.3003008E+01,  0.3003008E+01,  0.3003008E+01,  0.3003008E+01,  0.3003008E+01,  0.3003008E+01,  0.3003008E+01,  0.3003008E+01,  0.3003008E+01,  0.3003008E+01,  0.3003008E+01,  0.2003887E+01,  0.2003887E+01,  0.2003887E+01,  0.2003887E+01,
  0.3330000E+06,  0.1800000E+04,        25,       137,         1,  0.3002968E+01,  0.3002968E+01,  0.3002968E+01,  0.3002968E+01,  0.3002968E+01,  0.3002968E+01,  0.3002968E+01,  0.3002968E+01,  0.3002968E+01,  0.3002968E+01,  0.3002968E+01,  0.3002968E+01,  0.3002968E+01,  0.3002968E+01,  0.2003832E+01,  0.2003832E+01,  0.2003832E+01,  0.2003832E+01,
  0.3348000E+06,  0.1800000E+04,        25,       138,         1,  0.3002928E+01,  0.3002928E+01,  0.3002928E+01,  0.3002928E+01,  0.3002928E+01,  0.3002928E+01,  0.3002928E+01,  0.3002928E+01,  0.3002928E+01,  0.3002928E+01,  0.3002928E+01,  0.3002928E+01,  0.3002928E+01,  0.3002928E+01,  0.2003776E+01,  0.2003776E+01,  0.2003776E+01,  0.2003776E+01,
  0.3366000E+06,  0.1800000E+04,        25,       139,         1,  0.3002898E+01,  0.3002898E+01,  0.3002898E+01,  0.3002898E+01,  0.3002898E+01,  0.3002898E+01,  0.3002898E+01,  0.3002898E+01,  0.3002898E+01,  0.3002898E+01,  0.3002898E+01,  0.3002898E+01,  0.3002898E+01,  0.3002898E+01,  0.2003734E+01,  0.2003734E+01,  0.2003734E+01,  0.2003734E+01,
  0.3384000E+06,  0.1800000E+04,        25,       140,         1,  0.3002860E+01,  0.3002860E+01,  0.3002860E+01,  0.3002860E+01,  0.3002860E+01,  0.3002860E+01,  0.3002860E+01,  0.3002860E+01,  0.3002860E+01,  0.3002860E+01,  0.3002860E+01,  0.3002860E+01,  0.3002860E+01,  0.3002860E+01,  0.2003682E+01,  0.2003682E+01,  0.2003682E+01,  0.2003682E+01,
  0.3402000E+06,  0.1800000E+04,        25,       141,         1,  0.3002822E+01,  0.3002822E+01,  0.3002822E+01,  0.3002822E+01,  0.3002822E+01,  0.3002822E+01,  0.3002822E+01,  0.3002822E+01,  0.3002822E+01,  0.3002822E+01,  0.3002822E+01,  0.3002822E+01,  0.3002822E+01,  0.3002822E+01,  0.2003630E+01,  0.2003630E+01,  0.2003630E+01,  0.2003630E+01,
  0.3420000E+06,  0.1800000E+04,        25,       142,         1,  0.3002785E+01,  0.3002785E+01,  0.3002785E+01,  0.3002785E+01,  0.3002785E+01,  0.3002785E+01,  0.3002785E+01,  0.3002785E+01,  0.3002785E+01,  0.3002785E+01,  0.3002785E+01,  0.3002785E+01,  0.3002785E+01,  0.3002785E+01,  0.2003578E+01,  0.2003578E+01,  0.2003578E+01,  0.2003578E+01,
  0.3438000E+06,  0.1800000E+04,        25,       143,         1,  0.3002756E+01,  0.3002756E+01,  0.3002756E+01,  0.3002756E+01,  0.3002756E+01,  0.3002756E+01,  0.3002756E+01,  0.3002756E+01,  0.3002756E+01,  0.3002756E+01,  0.3002756E+01,  0.3002756E+01,  0.3002756E+01,  0.3002756E+01,  0.2003537E+01,  0.2003537E+01,  0.2003537E+01,  0.2003537E+01,
  0.3456000E+06,  0.1800000E+04,        25,       144,         1,  0.3002721E+01,  0.3002721E+01,  0.3002721E+01,  0.3002721E+01,  0.3002721E+01,  0.3002721E+01,  0.3002721E+01,  0.3002721E+01,  0.3002721E+01,  0.3002721E+01,  0.3002721E+01,  0.3002721E+01,  0.3002721E+01,  0.3002721E+01,  0.2003488E+01,  0.2003488E+01,  0.2003488E+01,  0.2003488E+01,
