TOTIME         ,SWRDT          ,KPER      ,KSTP      ,KSWR      ,STAGE0000000001,STAGE0000000002,STAGE0000000003,STAGE0000000004,STAGE0000000005,STAGE0000000006,STAGE0000000007,STAGE0000000008,STAGE0000000009,STAGE0000000010,STAGE0000000011,STAGE0000000012,STAGE0000000013,STAGE0000000014,STAGE0000000015,STAGE0000000016,STAGE0000000017,STAGE0000000018,
  0.1134000E+06,  0.1800000E+04,        25,        15,         1,  0.3082246E+01,  0.3082239E+01,  0.3082238E+01,  0.3082236E+01,  0.3082225E+01,  0.3082206E+01,  0.3082182E+01,  0.3082159E+01,  0.3082238E+01,  0.3082232E+01,  0.3082211E+01,  0.3082183E+01,  0.3082159E+01,  0.3082143E+01,  0.2108429E+01,  0.2107878E+01,  0.2107476E+01,  0.2107167E+01,
  0.1152000E+06,  0.1800000E+04,        25,        16,         1,  0.3077053E+01,  0.3077048E+01,  0.3077047E+01,  0.3077045E+01,  0.3077036E+01,  0.3077020E+01,  0.3077000E+01,  0.3076981E+01,  0.3077047E+01,  0.3077042E+01,  0.3077024E+01,  0.3077001E+01,  0.3076981E+01,  0.3076968E+01,  0.2101438E+01,  0.2100979E+01,  0.2100643E+01,  0.2100387E+01,
  0.1170000E+06,  0.1800000E+04,        25,        17,         1,  0.3072330E+01,  0.3072326E+01,  0.3072325E+01,  0.3072323E+01,  0.3072316E+01,  0.3072303E+01,  0.3072286E+01,  0.3072270E+01,  0.3072325E+01,  0.3072321E+01,  0.3072306E+01,  0.3072286E+01,  0.3072270E+01,  0.3072259E+01,  0.2095099E+01,  0.2094713E+01,  0.2094433E+01,  0.2094218E+01,
  0.1188000E+06,  0.1800000E+04,        25,        18,         1,  0.3068023E+01,  0.3068019E+01,  0.3068018E+01,  0.3068017E+01,  0.3068010E+01,  0.3068000E+01,  0.3067986E+01,  0.3067972E+01,  0.3068018E+01,  0.3068015E+01,  0.3068002E+01,  0.3067986E+01,  0.3067972E+01,  0.3067963E+01,  0.2089332E+01,  0.2089007E+01,  0.2088772E+01,  0.2088592E+01,
  0.1206000E+06,  0.1800000E+04,        25,        19,         1,  0.3064084E+01,  0.3064081E+01,  0.3064080E+01,  0.3064079E+01,  0.3064073E+01,  0.3064064E+01,  0.3064052E+01,  0.3064041E+01,  0.3064080E+01,  0.3064077E+01,  0.3064066E+01,  0.3064053E+01,  0.3064041E+01,  0.3064033E+01,  0.2084072E+01,  0.2083797E+01,  0.2083598E+01,  0.2083447E+01,
  0.1224000E+06,  0.1800000E+04,        25,        20,         1,  0.3060473E+01,  0.3060470E+01,  0.3060470E+01,  0.3060469E+01,  0.3060464E+01,  0.3060456E+01,  0.3060446E+01,  0.3060437E+01,  0.3060470E+01,  0.3060467E+01,  0.3060458E+01,  0.3060447E+01,  0.3060437E+01,  0.3060430E+01,  0.2079262E+01,  0.2079028E+01,  0.2078859E+01,  0.2078731E+01,
  0.1242000E+06,  0.1800000E+04,        25,        21,         1,  0.3057155E+01,  0.3057153E+01,  0.3057152E+01,  0.3057151E+01,  0.3057148E+01,  0.3057141E+01,  0.3057132E+01,  0.3057124E+01,  0.3057152E+01,  0.3057150E+01,  0.3057143E+01,  0.3057133E+01,  0.3057124E+01,  0.3057119E+01,  0.2074850E+01,  0.2074651E+01,  0.2074508E+01,  0.2074399E+01,
  0.1260000E+06,  0.1800000E+04,        25,        22,         1,  0.3054100E+01,  0.3054098E+01,  0.3054097E+01,  0.3054097E+01,  0.3054093E+01,  0.3054088E+01,  0.3054080E+01,  0.3054073E+01,  0.3054097E+01,  0.3054095E+01,  0.3054089E+01,  0.3054081E+01,  0.3054073E+01,  0.3054069E+01,  0.2070796E+01,  0.2070625E+01,  0.2070503E+01,  0.2070410E+01,
  0.1278000E+06,  0.1800000E+04,        25,        23,         1,  0.3051280E+01,  0.3051278E+01,  0.3051278E+01,  0.3051277E+01,  0.3051274E+01,  0.3051270E+01,  0.3051263E+01,  0.3051257E+01,  0.3051278E+01,  0.3051276E+01,  0.3051271E+01,  0.3051264E+01,  0.3051257E+01,  0.3051253E+01,  0.2067061E+01,  0.2066914E+01,  0.2066809E+01,  0.2066729E+01,
  0.1296000E+06,  0.1800000E+04,        25,        24,         1,  0.3048672E+01,  0.3048671E+01,  0.3048671E+01,  0.3048670E+01,  0.3048668E+01,  0.3048664E+01,  0.3048658E+01,  0.3048653E+01,  0.3048671E+01,  0.3048669E+01,  0.3048665E+01,  0.3048658E+01,  0.3048653E+01,  0.3048650E+01,  0.2063612E+01,  0.2063486E+01,  0.2063395E+01,  0.2063327E+01,
  0.1314000E+06,  0.1800000E+04,        25,        25,         1,  0.3046257E+01,  0.3046255E+01,  0.3046255E+01,  0.3046255E+01,  0.3046252E+01,  0.3046249E+01,  0.3046244E+01,  0.3046240E+01,  0.3046255E+01,  0.3046254E+01,  0.3046250E+01,  0.3046244E+01,  0.3046240E+01,  0.3046237E+01,  0.2060421E+01,  0.2060312E+01,  0.2060234E+01,  0.2060175E+01,
  0.1332000E+06,  0.1800000E+04,        25,        26,         1,  0.3044014E+01,  0.3044013E+01,  0.3044013E+01,  0.3044013E+01,  0.3044011E+01,  0.3044008E+01,  0.3044004E+01,  0.3044000E+01,  0.3044013E+01,  0.3044012E+01,  0.3044008E+01,  0.3044004E+01,  0.3044000E+01,  0.3043997E+01,  0.2057464E+01,  0.2057369E+01,  0.2057302E+01,  0.2057250E+01,
  0.1350000E+06,  0.1800000E+04,        25,        27,         1,  0.3041929E+01,  0.3041928E+01,  0.3041928E+01,  0.3041928E+01,  0.3041926E+01,  0.3041923E+01,  0.3041920E+01,  0.3041917E+01,  0.3041928E+01,  0.3041927E+01,  0.3041924E+01,  0.3041920E+01,  0.3041917E+01,  0.3041914E+01,  0.2054717E+01,  0.2054635E+01,  0.2054576E+01,  0.2054532E+01,
  0.1368000E+06,  0.1800000E+04,        25,        28,         1,  0.3039987E+01,  0.3039986E+01,  0.3039986E+01,  0.3039986E+01,  0.3039984E+01,  0.3039982E+01,  0.3039979E+01,  0.3039976E+01,  0.3039986E+01,  0.3039985E+01,  0.3039982E+01,  0.3039979E+01,  0.3039976E+01,  0.3039974E+01,  0.2052162E+01,  0.2052090E+01,  0.2052039E+01,  0.2052000E+01,
  0.1386000E+06,  0.1800000E+04,        25,        29,         1,  0.3038175E+01,  0.3038174E+01,  0.3038174E+01,  0.3038174E+01,  0.3038172E+01,  0.3038170E+01,  0.3038168E+01,  0.3038165E+01,  0.3038174E+01,  0.3038173E+01,  0.3038171E+01,  0.3038168E+01,  0.3038165E+01,  0.3038164E+01,  0.2049781E+01,  0.2049718E+01,  0.2049673E+01,  0.2049639E+01,
  0.1404000E+06,  0.1800000E+04,        25,        30,         1,  0.3036482E+01,  0.3036481E+01,  0.3036481E+01,  0.3036481E+01,  0.3036480E+01,  0.3036478E+01,  0.3036476E+01,  0.3036474E+01,  0.3036481E+01,  0.3036481E+01,  0.3036479E+01,  0.3036476E+01,  0.3036474E+01,  0.3036472E+01,  0.2047558E+01,  0.2047503E+01,  0.2047463E+01,  0.2047434E+01,
  0.1422000E+06,  0.1800000E+04,        25,        31,         1,  0.3034898E+01,  0.3034898E+01,  0.3034898E+01,  0.3034897E+01,  0.3034896E+01,  0.3034895E+01,  0.3034893E+01,  0.3034891E+01,  0.3034898E+01,  0.3034897E+01,  0.3034895E+01,  0.3034893E+01,  0.3034891E+01,  0.3034890E+01,  0.2045480E+01,  0.2045431E+01,  0.2045397E+01,  0.2045371E+01,
  0.1440000E+06,  0.1800000E+04,        25,        32,         1,  0.3033414E+01,  0.3033413E+01,  0.3033413E+01,  0.3033413E+01,  0.3033412E+01,  0.3033411E+01,  0.3033409E+01,  0.3033408E+01,  0.3033413E+01,  0.3033413E+01,  0.3033411E+01,  0.3033409E+01,  0.3033408E+01,  0.3033406E+01,  0.2043534E+01,  0.2043491E+01,  0.2043461E+01,  0.2043438E+01,
  0.1458000E+06,  0.1800000E+04,        25,        33,         1,  0.3032022E+01,  0.3032021E+01,  0.3032021E+01,  0.3032021E+01,  0.3032020E+01,  0.3032019E+01,  0.3032017E+01,  0.3032016E+01,  0.3032021E+01,  0.3032021E+01,  0.3032019E+01,  0.3032017E+01,  0.3032016E+01,  0.3032015E+01,  0.2041710E+01,  0.2041672E+01,  0.2041645E+01,  0.2041625E+01,
  0.1476000E+06,  0.1800000E+04,        25,        34,         1,  0.3030714E+01,  0.3030714E+01,  0.3030714E+01,  0.3030714E+01,  0.3030713E+01,  0.3030712E+01,  0.3030711E+01,  0.3030709E+01,  0.3030714E+01,  0.3030714E+01,  0.3030712E+01,  0.3030711E+01,  0.3030709E+01,  0.3030708E+01,  0.2039998E+01,  0.2039964E+01,  0.2039940E+01,  0.2039922E+01,
  0.1494000E+06,  0.1800000E+04,        25,        35,         1,  0.3029485E+01,  0.3029484E+01,  0.3029484E+01,  0.3029484E+01,  0.3029483E+01,  0.3029483E+01,  0.3029481E+01,  0.3029480E+01,  0.3029484E+01,  0.3029484E+01,  0.3029483E+01,  0.3029481E+01,  0.3029480E+01,  0.3029479E+01,  0.2038388E+01,  0.2038358E+01,  0.2038337E+01,  0.2038321E+01,
  0.1512000E+06,  0.1800000E+04,        25,        36,         1,  0.3028326E+01,  0.3028326E+01,  0.3028326E+01,  0.3028326E+01,  0.3028325E+01,  0.3028325E+01,  0.3028324E+01,  0.3028323E+01,  0.3028326E+01,  0.3028326E+01,  0.3028325E+01,  0.3028324E+01,  0.3028323E+01,  0.3028322E+01,  0.2036873E+01,  0.2036847E+01,  0.2036828E+01,  0.2036814E+01,
  0.1530000E+06,  0.1800000E+04,        25,        37,         1,  0.3027235E+01,  0.3027235E+01,  0.3027235E+01,  0.3027234E+01,  0.3027234E+01,  0.3027233E+01,  0.3027232E+01,  0.3027231E+01,  0.3027235E+01,  0.3027234E+01,  0.3027233E+01,  0.3027232E+01,  0.3027231E+01,  0.3027231E+01,  0.2035446E+01,  0.2035422E+01,  0.2035406E+01,  0.2035393E+01,
  0.1548000E+06,  0.1800000E+04,        25,        38,         1,  0.3026205E+01,  0.3026204E+01,  0.3026204E+01,  0.3026204E+01,  0.3026204E+01,  0.3026203E+01,  0.3026202E+01,  0.3026201E+01,  0.3026204E+01,  0.3026204E+01,  0.3026203E+01,  0.3026202E+01,  0.3026201E+01,  0.3026201E+01,  0.2034100E+01,  0.2034079E+01,  0.2034064E+01,  0.2034052E+01,
  0.1566000E+06,  0.1800000E+04,        25,        39,         1,  0.3025231E+01,  0.3025231E+01,  0.3025231E+01,  0.3025231E+01,  0.3025230E+01,  0.3025230E+01,  0.3025229E+01,  0.3025228E+01,  0.3025231E+01,  0.3025231E+01,  0.3025230E+01,  0.3025229E+01,  0.3025228E+01,  0.3025228E+01,  0.2032828E+01,  0.2032809E+01,  0.2032796E+01,  0.2032786E+01,
  0.1584000E+06,  0.1800000E+04,        25,        40,         1,  0.3024311E+01,  0.3024310E+01,  0.3024310E+01,  0.3024310E+01,  0.3024310E+01,  0.3024309E+01,  0.3024309E+01,  0.3024308E+01,  0.3024310E+01,  0.3024310E+01,  0.3024310E+01,  0.3024309E+01,  0.3024308E+01,  0.3024308E+01,  0.2031626E+01,  0.2031609E+01,  0.2031597E+01,  0.2031588E+01,
  0.1602000E+06,  0.1800000E+04,        25,        41,         1,  0.3023440E+01,  0.3023440E+01,  0.3023440E+01,  0.3023439E+01,  0.3023439E+01,  0.3023439E+01,  0.3023438E+01,  0.3023437E+01,  0.3023440E+01,  0.3023439E+01,  0.3023439E+01,  0.3023438E+01,  0.3023437E+01,  0.3023437E+01,  0.2030488E+01,  0.2030473E+01,  0.2030462E+01,  0.2030454E+01,
  0.1620000E+06,  0.1800000E+04,        25,        42,         1,  0.3022615E+01,  0.3022614E+01,  0.3022614E+01,  0.3022614E+01,  0.3022614E+01,  0.3022614E+01,  0.3022613E+01,  0.3022612E+01,  0.3022614E+01,  0.3022614E+01,  0.3022614E+01,  0.3022613E+01,  0.3022612E+01,  0.3022612E+01,  0.2029411E+01,  0.2029397E+01,  0.2029387E+01,  0.2029380E+01,
  0.1638000E+06,  0.1800000E+04,        25,        43,         1,  0.3021832E+01,  0.3021832E+01,  0.3021832E+01,  0.3021832E+01,  0.3021831E+01,  0.3021831E+01,  0.3021830E+01,  0.3021830E+01,  0.3021832E+01,  0.3021832E+01,  0.3021831E+01,  0.3021831E+01,  0.3021830E+01,  0.3021830E+01,  0.2028389E+01,  0.2028377E+01,  0.2028368E+01,  0.2028361E+01,
  0.1656000E+06,  0.1800000E+04,        25,        44,         1,  0.3021089E+01,  0.3021089E+01,  0.3021089E+01,  0.3021089E+01,  0.3021089E+01,  0.3021088E+01,  0.3021088E+01,  0.3021087E+01,  0.3021089E+01,  0.3021089E+01,  0.3021088E+01,  0.3021088E+01,  0.3021087E+01,  0.3021087E+01,  0.2027419E+01,  0.2027408E+01,  0.2027400E+01,  0.2027394E+01,
  0.1674000E+06,  0.1800000E+04,        25,        45,         1,  0.3020383E+01,  0.3020383E+01,  0.3020383E+01,  0.3020383E+01,  0.3020383E+01,  0.3020383E+01,  0.3020382E+01,  0.3020382E+01,  0.3020383E+01,  0.3020383E+01,  0.3020383E+01,  0.3020382E+01,  0.3020382E+01,  0.3020382E+01,  0.2026498E+01,  0.2026488E+01,  0.2026481E+01,  0.2026476E+01,
  0.1692000E+06,  0.1800000E+04,        25,        46,         1,  0.3019712E+01,  0.3019712E+01,  0.3019712E+01,  0.3019712E+01,  0.3019712E+01,  0.3019711E+01,  0.3019711E+01,  0.3019711E+01,  0.3019712E+01,  0.3019712E+01,  0.3019711E+01,  0.3019711E+01,  0.3019711E+01,  0.3019710E+01,  0.2025623E+01,  0.2025614E+01,  0.2025607E+01,  0.2025602E+01,
  0.1710000E+06,  0.1800000E+04,        25,        47,         1,  0.3019073E+01,  0.3019073E+01,  0.3019073E+01,  0.3019073E+01,  0.3019073E+01,  0.3019073E+01,  0.3019072E+01,  0.3019072E+01,  0.3019073E+01,  0.3019073E+01,  0.3019073E+01,  0.3019072E+01,  0.3019072E+01,  0.3019072E+01,  0.2024787E+01,  0.2024779E+01,  0.2024773E+01,  0.2024769E+01,
  0.1728000E+06,  0.1800000E+04,        25,        48,         1,  0.3018465E+01,  0.3018465E+01,  0.3018465E+01,  0.3018465E+01,  0.3018464E+01,  0.3018464E+01,  0.3018464E+01,  0.3018464E+01,  0.3018465E+01,  0.3018464E+01,  0.3018464E+01,  0.3018464E+01,  0.3018464E+01,  0.3018463E+01,  0.2023986E+01,  0.2023979E+01,  0.2023974E+01,  0.2023970E+01,
  0.1746000E+06,  0.1800000E+04,        25,        49,         1,  0.3017885E+01,  0.3017885E+01,  0.3017885E+01,  0.3017885E+01,  0.3017884E+01,  0.3017884E+01,  0.3017884E+01,  0.3017884E+01,  0.3017885E+01,  0.3017884E+01,  0.3017884E+01,  0.3017884E+01,  0.3017884E+01,  0.3017883E+01,  0.2023224E+01,  0.2023217E+01,  0.2023212E+01,  0.2023209E+01,
  0.1764000E+06,  0.1800000E+04,        25,        50,         1,  0.3017331E+01,  0.3017331E+01,  0.3017331E+01,  0.3017331E+01,  0.3017331E+01,  0.3017331E+01,  0.3017331E+01,  0.3017331E+01,  0.3017331E+01,  0.3017331E+01,  0.3017331E+01,  0.3017331E+01,  0.3017330E+01,  0.3017330E+01,  0.2022498E+01,  0.2022492E+01,  0.2022487E+01,  0.2022484E+01,
  0.1782000E+06,  0.1800000E+04,        25,        51,         1,  0.3016801E+01,  0.3016801E+01,  0.3016801E+01,  0.3016801E+01,  0.3016801E+01,  0.3016800E+01,  0.3016800E+01,  0.3016800E+01,  0.3016801E+01,  0.3016801E+01,  0.3016800E+01,  0.3016800E+01,  0.3016800E+01,  0.3016800E+01,  0.2021804E+01,  0.2021799E+01,  0.2021795E+01,  0.2021792E+01,
  0.1800000E+06,  0.1800000E+04,        25,        52,         1,  0.3016297E+01,  0.3016297E+01,  0.3016297E+01,  0.3016297E+01,  0.3016297E+01,  0.3016296E+01,  0.3016296E+01,  0.3016296E+01,  0.3016297E+01,  0.3016297E+01,  0.3016296E+01,  0.3016296E+01,  0.3016296E+01,  0.3016296E+01,  0.2021144E+01,  0.2021138E+01,  0.2021135E+01,  0.2021132E+01,
  0.1818000E+06,  0.1800000E+04,        25,        53,         1,  0.3015815E+01,  0.3015815E+01,  0.3015815E+01,  0.3015815E+01,  0.3015815E+01,  0.3015815E+01,  0.3015814E+01,  0.3015814E+01,  0.3015815E+01,  0.3015815E+01,  0.3015815E+01,  0.3015814E+01,  0.3015814E+01,  0.3015814E+01,  0.2020513E+01,  0.2020508E+01,  0.2020505E+01,  0.2020502E+01,
  0.1836000E+06,  0.1800000E+04,        25,        54,         1,  0.3015349E+01,  0.3015349E+01,  0.3015349E+01,  0.3015349E+01,  0.3015349E+01,  0.3015349E+01,  0.3015349E+01,  0.3015349E+01,  0.3015349E+01,  0.3015349E+01,  0.3015349E+01,  0.3015349E+01,  0.3015349E+01,  0.3015349E+01,  0.2019909E+01,  0.2019905E+01,  0.2019901E+01,  0.2019899E+01,
  0.1854000E+06,  0.1800000E+04,        25,        55,         1,  0.3014906E+01,  0.3014906E+01,  0.3014906E+01,  0.3014906E+01,  0.3014906E+01,  0.3014906E+01,  0.3014906E+01,  0.3014906E+01,  0.3014906E+01,  0.3014906E+01,  0.3014906E+01,  0.3014906E+01,  0.3014906E+01,  0.3014905E+01,  0.2019331E+01,  0.2019327E+01,  0.2019325E+01,  0.2019323E+01,
  0.1872000E+06,  0.1800000E+04,        25,        56,         1,  0.3014478E+01,  0.3014478E+01,  0.3014478E+01,  0.3014478E+01,  0.3014478E+01,  0.3014478E+01,  0.3014478E+01,  0.3014478E+01,  0.3014478E+01,  0.3014478E+01,  0.3014478E+01,  0.3014478E+01,  0.3014478E+01,  0.3014477E+01,  0.2018778E+01,  0.2018775E+01,  0.2018772E+01,  0.2018770E+01,
  0.1890000E+06,  0.1800000E+04,        25,        57,         1,  0.3014067E+01,  0.3014067E+01,  0.3014067E+01,  0.3014067E+01,  0.3014067E+01,  0.3014067E+01,  0.3014067E+01,  0.3014067E+01,  0.3014067E+01,  0.3014067E+01,  0.3014067E+01,  0.3014067E+01,  0.3014067E+01,  0.3014067E+01,  0.2018248E+01,  0.2018245E+01,  0.2018242E+01,  0.2018241E+01,
  0.1908000E+06,  0.1800000E+04,        25,        58,         1,  0.3013673E+01,  0.3013673E+01,  0.3013673E+01,  0.3013673E+01,  0.3013673E+01,  0.3013673E+01,  0.3013673E+01,  0.3013673E+01,  0.3013673E+01,  0.3013673E+01,  0.3013673E+01,  0.3013673E+01,  0.3013673E+01,  0.3013673E+01,  0.2017740E+01,  0.2017737E+01,  0.2017734E+01,  0.2017733E+01,
  0.1926000E+06,  0.1800000E+04,        25,        59,         1,  0.3013295E+01,  0.3013295E+01,  0.3013294E+01,  0.3013294E+01,  0.3013294E+01,  0.3013294E+01,  0.3013294E+01,  0.3013294E+01,  0.3013294E+01,  0.3013294E+01,  0.3013294E+01,  0.3013294E+01,  0.3013294E+01,  0.3013294E+01,  0.2017252E+01,  0.2017249E+01,  0.2017247E+01,  0.2017245E+01,
  0.1944000E+06,  0.1800000E+04,        25,        60,         1,  0.3012931E+01,  0.3012931E+01,  0.3012931E+01,  0.3012931E+01,  0.3012931E+01,  0.3012931E+01,  0.3012931E+01,  0.3012930E+01,  0.3012931E+01,  0.3012931E+01,  0.3012931E+01,  0.3012931E+01,  0.3012930E+01,  0.3012930E+01,  0.2016783E+01,  0.2016781E+01,  0.2016779E+01,  0.2016777E+01,
  0.1962000E+06,  0.1800000E+04,        25,        61,         1,  0.3012581E+01,  0.3012581E+01,  0.3012581E+01,  0.3012581E+01,  0.3012581E+01,  0.3012581E+01,  0.3012581E+01,  0.3012580E+01,  0.3012581E+01,  0.3012581E+01,  0.3012581E+01,  0.3012581E+01,  0.3012580E+01,  0.3012580E+01,  0.2016333E+01,  0.2016331E+01,  0.2016329E+01,  0.2016328E+01,
  0.1980000E+06,  0.1800000E+04,        25,        62,         1,  0.3012244E+01,  0.3012244E+01,  0.3012244E+01,  0.3012244E+01,  0.3012244E+01,  0.3012244E+01,  0.3012244E+01,  0.3012244E+01,  0.3012244E+01,  0.3012244E+01,  0.3012244E+01,  0.3012244E+01,  0.3012244E+01,  0.3012244E+01,  0.2015900E+01,  0.2015898E+01,  0.2015897E+01,  0.2015895E+01,
  0.1998000E+06,  0.1800000E+04,        25,        63,         1,  0.3011920E+01,  0.3011919E+01,  0.3011919E+01,  0.3011919E+01,  0.3011919E+01,  0.3011919E+01,  0.3011919E+01,  0.3011919E+01,  0.3011919E+01,  0.3011919E+01,  0.3011919E+01,  0.3011919E+01,  0.3011919E+01,  0.3011919E+01,  0.2015484E+01,  0.2015482E+01,  0.2015480E+01,  0.2015479E+01,
  0.2016000E+06,  0.1800000E+04,        25,        64,         1,  0.3011608E+01,  0.3011608E+01,  0.3011608E+01,  0.3011608E+01,  0.3011608E+01,  0.3011608E+01,  0.3011608E+01,  0.3011607E+01,  0.3011608E+01,  0.3011608E+01,  0.3011608E+01,  0.3011608E+01,  0.3011607E+01,  0.3011607E+01,  0.2015083E+01,  0.2015081E+01,  0.2015080E+01,  0.2015079E+01,
  0.2034000E+06,  0.1800000E+04,        25,        65,         1,  0.3011312E+01,  0.3011312E+01,  0.3011312E+01,  0.3011312E+01,  0.3011312E+01,  0.3011312E+01,  0.3011312E+01,  0.3011312E+01,  0.3011312E+01,  0.3011312E+01,  0.3011312E+01,  0.3011312E+01,  0.3011312E+01,  0.3011312E+01,  0.2014698E+01,  0.2014696E+01,  0.2014695E+01,  0.2014694E+01,
  0.2052000E+06,  0.1800000E+04,        25,        66,         1,  0.3011026E+01,  0.3011026E+01,  0.3011026E+01,  0.3011026E+01,  0.3011026E+01,  0.3011026E+01,  0.3011026E+01,  0.3011026E+01,  0.3011026E+01,  0.3011026E+01,  0.3011026E+01,  0.3011026E+01,  0.3011026E+01,  0.3011026E+01,  0.2014327E+01,  0.2014326E+01,  0.2014325E+01,  0.2014324E+01,
  0.2070000E+06,  0.1800000E+04,        25,        67,         1,  0.3010752E+01,  0.3010752E+01,  0.3010752E+01,  0.3010752E+01,  0.3010752E+01,  0.3010752E+01,  0.3010752E+01,  0.3010752E+01,  0.3010752E+01,  0.3010752E+01,  0.3010752E+01,  0.3010752E+01,  0.3010752E+01,  0.3010752E+01,  0.2013971E+01,  0.2013969E+01,  0.2013968E+01,  0.2013967E+01,
  0.2088000E+06,  0.1800000E+04,        25,        68,         1,  0.3010487E+01,  0.3010487E+01,  0.3010487E+01,  0.3010487E+01,  0.3010487E+01,  0.3010487E+01,  0.3010486E+01,  0.3010486E+01,  0.3010487E+01,  0.3010487E+01,  0.3010487E+01,  0.3010486E+01,  0.3010486E+01,  0.3010486E+01,  0.2013627E+01,  0.2013625E+01,  0.2013624E+01,  0.2013624E+01,
  0.2106000E+06,  0.1800000E+04,        25,        69,         1,  0.3010230E+01,  0.3010230E+01,  0.3010230E+01,  0.3010230E+01,  0.3010230E+01,  0.3010230E+01,  0.3010230E+01,  0.3010230E+01,  0.3010230E+01,  0.3010230E+01,  0.3010230E+01,  0.3010230E+01,  0.3010230E+01,  0.3010230E+01,  0.2013295E+01,  0.2013294E+01,  0.2013293E+01,  0.2013292E+01,
  0.2124000E+06,  0.1800000E+04,        25,        70,         1,  0.3009982E+01,  0.3009982E+01,  0.3009982E+01,  0.3009982E+01,  0.3009982E+01,  0.3009982E+01,  0.3009982E+01,  0.3009982E+01,  0.3009982E+01,  0.3009982E+01,  0.3009982E+01,  0.3009982E+01,  0.3009982E+01,  0.3009982E+01,  0.2012975E+01,  0.2012974E+01,  0.2012973E+01,  0.2012973E+01,
  0.2142000E+06,  0.1800000E+04,        25,        71,         1,  0.3009742E+01,  0.3009742E+01,  0.3009742E+01,  0.3009742E+01,  0.3009742E+01,  0.3009742E+01,  0.3009742E+01,  0.3009742E+01,  0.3009742E+01,  0.3009742E+01,  0.3009742E+01,  0.3009742E+01,  0.3009742E+01,  0.3009742E+01,  0.2012667E+01,  0.2012666E+01,  0.2012665E+01,  0.2012664E+01,
  0.2160000E+06,  0.1800000E+04,        25,        72,         1,  0.3009511E+01,  0.3009511E+01,  0.3009511E+01,  0.3009511E+01,  0.3009511E+01,  0.3009511E+01,  0.3009511E+01,  0.3009511E+01,  0.3009511E+01,  0.3009511E+01,  0.3009511E+01,  0.3009511E+01,  0.3009511E+01,  0.3009510E+01,  0.2012369E+01,  0.2012368E+01,  0.2012367E+01,  0.2012366E+01,
  0.2178000E+06,  0.1800000E+04,        25,        73,         1,  0.3009286E+01,  0.3009286E+01,  0.3009286E+01,  0.3009286E+01,  0.3009286E+01,  0.3009286E+01,  0.3009286E+01,  0.3009286E+01,  0.3009286E+01,  0.3009286E+01,  0.3009286E+01,  0.3009286E+01,  0.3009286E+01,  0.3009286E+01,  0.2012081E+01,  0.2012080E+01,  0.2012079E+01,  0.2012078E+01,
  0.2196000E+06,  0.1800000E+04,        25,        74,         1,  0.3009070E+01,  0.3009070E+01,  0.3009070E+01,  0.3009070E+01,  0.3009070E+01,  0.3009070E+01,  0.3009070E+01,  0.3009070E+01,  0.3009070E+01,  0.3009070E+01,  0.3009070E+01,  0.3009070E+01,  0.3009070E+01,  0.3009070E+01,  0.2011802E+01,  0.2011801E+01,  0.2011801E+01,  0.2011800E+01,
  0.2214000E+06,  0.1800000E+04,        25,        75,         1,  0.3008860E+01,  0.3008860E+01,  0.3008860E+01,  0.3008860E+01,  0.3008860E+01,  0.3008860E+01,  0.3008860E+01,  0.3008860E+01,  0.3008860E+01,  0.3008860E+01,  0.3008860E+01,  0.3008860E+01,  0.3008860E+01,  0.3008860E+01,  0.2011533E+01,  0.2011532E+01,  0.2011532E+01,  0.2011531E+01,
  0.2232000E+06,  0.1800000E+04,        25,        76,         1,  0.3008656E+01,  0.3008656E+01,  0.3008656E+01,  0.3008656E+01,  0.3008656E+01,  0.3008656E+01,  0.3008656E+01,  0.3008656E+01,  0.3008656E+01,  0.3008656E+01,  0.3008656E+01,  0.3008656E+01,  0.3008656E+01,  0.3008656E+01,  0.2011273E+01,  0.2011272E+01,  0.2011271E+01,  0.2011271E+01,
  0.2250000E+06,  0.1800000E+04,        25,        77,         1,  0.3008461E+01,  0.3008461E+01,  0.3008461E+01,  0.3008461E+01,  0.3008461E+01,  0.3008461E+01,  0.3008461E+01,  0.3008461E+01,  0.3008461E+01,  0.3008461E+01,  0.3008461E+01,  0.3008461E+01,  0.3008461E+01,  0.3008461E+01,  0.2011021E+01,  0.2011020E+01,  0.2011019E+01,  0.2011019E+01,
  0.2268000E+06,  0.1800000E+04,        25,        78,         1,  0.3008271E+01,  0.3008271E+01,  0.3008271E+01,  0.3008271E+01,  0.3008271E+01,  0.3008271E+01,  0.3008271E+01,  0.3008271E+01,  0.3008271E+01,  0.3008271E+01,  0.3008271E+01,  0.3008271E+01,  0.3008271E+01,  0.3008271E+01,  0.2010777E+01,  0.2010776E+01,  0.2010776E+01,  0.2010775E+01,
  0.2286000E+06,  0.1800000E+04,        25,        79,         1,  0.3008088E+01,  0.3008088E+01,  0.3008088E+01,  0.3008088E+01,  0.3008088E+01,  0.3008088E+01,  0.3008088E+01,  0.3008088E+01,  0.3008088E+01,  0.3008088E+01,  0.3008088E+01,  0.3008088E+01,  0.3008088E+01,  0.3008088E+01,  0.2010541E+01,  0.2010540E+01,  0.2010540E+01,  0.2010539E+01,
