TOTIME         ,SWRDT          ,KPER      ,KSTP      ,KSWR      ,STAGE0000000001,STAGE0000000002,STAGE0000000003,STAGE0000000004,STAGE0000000005,STAGE0000000006,STAGE0000000007,STAGE0000000008,STAGE0000000009,STAGE0000000010,STAGE0000000011,STAGE0000000012,STAGE0000000013,STAGE0000000014,STAGE0000000015,STAGE0000000016,STAGE0000000017,STAGE0000000018,STAGE0000000019,
  0.6000019E+02,  0.6977081E-02,        60,         6,        24,  0.1536000E+01,  0.1536000E+01,  0.1536000E+01,  0.1536000E+01,  0.1536000E+01,  0.1536000E+01,  0.1242635E+01,  0.1242635E+01,  0.1242635E+01,  0.1242635E+01,  0.1242635E+01,  0.1242635E+01,  0.1242635E+01,  0.1242635E+01,  0.9993089E+00,  0.9993089E+00,  0.5010988E+00,  0.5010943E+00,  0.7006876E+00,
  0.6100020E+02,  0.6977081E-02,        61,         6,        24,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1236083E+01,  0.1236083E+01,  0.1236083E+01,  0.1236083E+01,  0.1236083E+01,  0.1236083E+01,  0.1236083E+01,  0.1236083E+01,  0.9952630E+00,  0.9952630E+00,  0.5009164E+00,  0.5009133E+00,  0.7006312E+00,
  0.6200021E+02,  0.6977081E-02,        62,         6,        24,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1228387E+01,  0.1228387E+01,  0.1228387E+01,  0.1228387E+01,  0.1228387E+01,  0.1228387E+01,  0.1228387E+01,  0.1228387E+01,  0.9912011E+00,  0.9912011E+00,  0.5007355E+00,  0.5007345E+00,  0.7005809E+00,
  0.6300022E+02,  0.6977081E-02,        63,         6,        24,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1220157E+01,  0.1220157E+01,  0.1220157E+01,  0.1220157E+01,  0.1220157E+01,  0.1220157E+01,  0.1220157E+01,  0.1220157E+01,  0.9871251E+00,  0.9871251E+00,  0.5006351E+00,  0.5006336E+00,  0.7005362E+00,
  0.6400022E+02,  0.6977081E-02,        64,         6,        24,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1211764E+01,  0.1211764E+01,  0.1211764E+01,  0.1211764E+01,  0.1211764E+01,  0.1211764E+01,  0.1211764E+01,  0.1211764E+01,  0.9830366E+00,  0.9830366E+00,  0.5004987E+00,  0.5004979E+00,  0.7004901E+00,
  0.6500023E+02,  0.6996155E-02,        65,         6,        24,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1203435E+01,  0.1203435E+01,  0.1203435E+01,  0.1203435E+01,  0.1203435E+01,  0.1203435E+01,  0.1203435E+01,  0.1203435E+01,  0.9789374E+00,  0.9789374E+00,  0.5004049E+00,  0.5004044E+00,  0.7004472E+00,
  0.6600021E+02,  0.6996155E-02,        66,         6,        24,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1195235E+01,  0.1195235E+01,  0.1195235E+01,  0.1195235E+01,  0.1195235E+01,  0.1195235E+01,  0.1195235E+01,  0.1195235E+01,  0.9748287E+00,  0.9748287E+00,  0.5003003E+00,  0.5003000E+00,  0.7004002E+00,
  0.6700020E+02,  0.6996155E-02,        67,         6,        24,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1187186E+01,  0.1187186E+01,  0.1187186E+01,  0.1187186E+01,  0.1187186E+01,  0.1187186E+01,  0.1187186E+01,  0.1187186E+01,  0.9707121E+00,  0.9707121E+00,  0.5002134E+00,  0.5002132E+00,  0.7003554E+00,
  0.6800018E+02,  0.6996155E-02,        68,         6,        24,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1179302E+01,  0.1179302E+01,  0.1179302E+01,  0.1179302E+01,  0.1179302E+01,  0.1179302E+01,  0.1179302E+01,  0.1179302E+01,  0.9665889E+00,  0.9665889E+00,  0.5001293E+00,  0.5001293E+00,  0.7003164E+00,
  0.6900017E+02,  0.6996155E-02,        69,         6,        24,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1171592E+01,  0.1171592E+01,  0.1171592E+01,  0.1171592E+01,  0.1171592E+01,  0.1171592E+01,  0.1171592E+01,  0.1171592E+01,  0.9624602E+00,  0.9624602E+00,  0.5000144E+00,  0.5000144E+00,  0.7002749E+00,
  0.7000015E+02,  0.6996155E-02,        70,         6,        24,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1164059E+01,  0.1164059E+01,  0.1164059E+01,  0.1164059E+01,  0.1164059E+01,  0.1164059E+01,  0.1164059E+01,  0.1164059E+01,  0.9583274E+00,  0.9583274E+00,  0.4998313E+00,  0.4998313E+00,  0.7002313E+00,
  0.7100014E+02,  0.6996155E-02,        71,         6,        24,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1156698E+01,  0.1156698E+01,  0.1156698E+01,  0.1156698E+01,  0.1156698E+01,  0.1156698E+01,  0.1156698E+01,  0.1156698E+01,  0.9541908E+00,  0.9541908E+00,  0.4994798E+00,  0.4994798E+00,  0.7001866E+00,
  0.7200012E+02,  0.6996155E-02,        72,         6,        24,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1149508E+01,  0.1149508E+01,  0.1149508E+01,  0.1149508E+01,  0.1149508E+01,  0.1149508E+01,  0.1149508E+01,  0.1149508E+01,  0.9500514E+00,  0.9500514E+00,  0.4988417E+00,  0.4988417E+00,  0.7001394E+00,
  0.7300011E+02,  0.6996155E-02,        73,         6,        24,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1142503E+01,  0.1142503E+01,  0.1142503E+01,  0.1142503E+01,  0.1142503E+01,  0.1142503E+01,  0.1142503E+01,  0.1142503E+01,  0.9459104E+00,  0.9459104E+00,  0.4978441E+00,  0.4978441E+00,  0.7000883E+00,
  0.7400009E+02,  0.6996155E-02,        74,         6,        24,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1135676E+01,  0.1135676E+01,  0.1135676E+01,  0.1135676E+01,  0.1135676E+01,  0.1135676E+01,  0.1135676E+01,  0.1135676E+01,  0.9417680E+00,  0.9417680E+00,  0.4968084E+00,  0.4968084E+00,  0.7000245E+00,
  0.7500008E+02,  0.6996155E-02,        75,         6,        24,  0.1537000E+01,  0.1537000E+01,  0.1537000E+01,  0.1537000E+01,  0.1537000E+01,  0.1537000E+01,  0.1154845E+01,  0.1154845E+01,  0.1154845E+01,  0.1154845E+01,  0.1154845E+01,  0.1154845E+01,  0.1154845E+01,  0.1154845E+01,  0.9394034E+00,  0.9394034E+00,  0.5003931E+00,  0.5003916E+00,  0.7013566E+00,
  0.7600006E+02,  0.6996155E-02,        76,         6,        24,  0.1536000E+01,  0.1536000E+01,  0.1536000E+01,  0.1536000E+01,  0.1536000E+01,  0.1536000E+01,  0.1153017E+01,  0.1153017E+01,  0.1153017E+01,  0.1153017E+01,  0.1153017E+01,  0.1153017E+01,  0.1153017E+01,  0.1153017E+01,  0.9352623E+00,  0.9352623E+00,  0.4988668E+00,  0.4988668E+00,  0.6994669E+00,
  0.7700005E+02,  0.6996155E-02,        77,         6,        24,  0.1540000E+01,  0.1540000E+01,  0.1540000E+01,  0.1540000E+01,  0.1540000E+01,  0.1540000E+01,  0.1238844E+01,  0.1238844E+01,  0.1238844E+01,  0.1238844E+01,  0.1238844E+01,  0.1238844E+01,  0.1238844E+01,  0.1238844E+01,  0.9335388E+00,  0.9335388E+00,  0.4984213E+00,  0.4984213E+00,  0.7004084E+00,
  0.7800003E+02,  0.6996155E-02,        78,         6,        24,  0.1537000E+01,  0.1537000E+01,  0.1537000E+01,  0.1537000E+01,  0.1537000E+01,  0.1537000E+01,  0.1239117E+01,  0.1239117E+01,  0.1239117E+01,  0.1239117E+01,  0.1239117E+01,  0.1239117E+01,  0.1239117E+01,  0.1239117E+01,  0.9294096E+00,  0.9294096E+00,  0.4971368E+00,  0.4971368E+00,  0.6986887E+00,
  0.7900002E+02,  0.6996155E-02,        79,         6,        24,  0.1536000E+01,  0.1536000E+01,  0.1536000E+01,  0.1536000E+01,  0.1536000E+01,  0.1536000E+01,  0.1226107E+01,  0.1226107E+01,  0.1226107E+01,  0.1226107E+01,  0.1226107E+01,  0.1226107E+01,  0.1226107E+01,  0.1226107E+01,  0.9252872E+00,  0.9252872E+00,  0.4959029E+00,  0.4959029E+00,  0.6969622E+00,
  0.8000000E+02,  0.6996155E-02,        80,         6,        24,  0.1536000E+01,  0.1536000E+01,  0.1536000E+01,  0.1536000E+01,  0.1536000E+01,  0.1536000E+01,  0.1216381E+01,  0.1216381E+01,  0.1216381E+01,  0.1216381E+01,  0.1216381E+01,  0.1216381E+01,  0.1216381E+01,  0.1216381E+01,  0.9211686E+00,  0.9211686E+00,  0.4948064E+00,  0.4948064E+00,  0.6950390E+00,
  0.8099998E+02,  0.6996155E-02,        81,         6,        24,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1200695E+01,  0.1200695E+01,  0.1200695E+01,  0.1200695E+01,  0.1200695E+01,  0.1200695E+01,  0.1200695E+01,  0.1200695E+01,  0.9170513E+00,  0.9170513E+00,  0.4934282E+00,  0.4934282E+00,  0.6929670E+00,
  0.8199997E+02,  0.6996155E-02,        82,         6,        24,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1187690E+01,  0.1187690E+01,  0.1187690E+01,  0.1187690E+01,  0.1187690E+01,  0.1187690E+01,  0.1187690E+01,  0.1187690E+01,  0.9129360E+00,  0.9129360E+00,  0.4923126E+00,  0.4923126E+00,  0.6907963E+00,
  0.8299995E+02,  0.6996155E-02,        83,         6,        24,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1176487E+01,  0.1176487E+01,  0.1176487E+01,  0.1176487E+01,  0.1176487E+01,  0.1176487E+01,  0.1176487E+01,  0.1176487E+01,  0.9088231E+00,  0.9088231E+00,  0.4911524E+00,  0.4911524E+00,  0.6885639E+00,
  0.8399994E+02,  0.6996155E-02,        84,         6,        24,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1166527E+01,  0.1166527E+01,  0.1166527E+01,  0.1166527E+01,  0.1166527E+01,  0.1166527E+01,  0.1166527E+01,  0.1166527E+01,  0.9047126E+00,  0.9047126E+00,  0.4899061E+00,  0.4899062E+00,  0.6862982E+00,
  0.8499992E+02,  0.6996155E-02,        85,         6,        24,  0.1536000E+01,  0.1536000E+01,  0.1536000E+01,  0.1536000E+01,  0.1536000E+01,  0.1536000E+01,  0.1167145E+01,  0.1167145E+01,  0.1167145E+01,  0.1167145E+01,  0.1167145E+01,  0.1167145E+01,  0.1167145E+01,  0.1167145E+01,  0.9012411E+00,  0.9012411E+00,  0.4887162E+00,  0.4887162E+00,  0.6840268E+00,
  0.8599991E+02,  0.6996155E-02,        86,         6,        24,  0.1553000E+01,  0.1553000E+01,  0.1553000E+01,  0.1553000E+01,  0.1553000E+01,  0.1553000E+01,  0.1254314E+01,  0.1254314E+01,  0.1254314E+01,  0.1254314E+01,  0.1254314E+01,  0.1254314E+01,  0.1254314E+01,  0.1254314E+01,  0.1023855E+01,  0.1023855E+01,  0.6206922E+00,  0.5283227E+00,  0.7046069E+00,
  0.8699989E+02,  0.6996155E-02,        87,         6,        24,  0.1544000E+01,  0.1544000E+01,  0.1544000E+01,  0.1544000E+01,  0.1544000E+01,  0.1544000E+01,  0.1250567E+01,  0.1250567E+01,  0.1250567E+01,  0.1250567E+01,  0.1250567E+01,  0.1250567E+01,  0.1250567E+01,  0.1250567E+01,  0.1009004E+01,  0.1009004E+01,  0.5261353E+00,  0.5117094E+00,  0.7017854E+00,
  0.8799988E+02,  0.6996155E-02,        88,         6,        24,  0.1537000E+01,  0.1537000E+01,  0.1537000E+01,  0.1537000E+01,  0.1537000E+01,  0.1537000E+01,  0.1232560E+01,  0.1232560E+01,  0.1232560E+01,  0.1232560E+01,  0.1232560E+01,  0.1232560E+01,  0.1232560E+01,  0.1232560E+01,  0.1000137E+01,  0.1000137E+01,  0.5007323E+00,  0.5007311E+00,  0.7006684E+00,
  0.8899986E+02,  0.6996155E-02,        89,         6,        24,  0.1536000E+01,  0.1536000E+01,  0.1536000E+01,  0.1536000E+01,  0.1536000E+01,  0.1536000E+01,  0.1236500E+01,  0.1236500E+01,  0.1236500E+01,  0.1236500E+01,  0.1236500E+01,  0.1236500E+01,  0.1236500E+01,  0.1236500E+01,  0.9959134E+00,  0.9959134E+00,  0.5002767E+00,  0.5002767E+00,  0.6980452E+00,
  0.8999985E+02,  0.6996155E-02,        90,         6,        24,  0.1536000E+01,  0.1536000E+01,  0.1536000E+01,  0.1536000E+01,  0.1536000E+01,  0.1536000E+01,  0.1237119E+01,  0.1237119E+01,  0.1237119E+01,  0.1237119E+01,  0.1237119E+01,  0.1237119E+01,  0.1237119E+01,  0.1237119E+01,  0.9919465E+00,  0.9919465E+00,  0.5001976E+00,  0.5001976E+00,  0.6960312E+00,
  0.9099983E+02,  0.6996155E-02,        91,         6,        24,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1227297E+01,  0.1227297E+01,  0.1227297E+01,  0.1227297E+01,  0.1227297E+01,  0.1227297E+01,  0.1227297E+01,  0.1227297E+01,  0.9877246E+00,  0.9877246E+00,  0.5000694E+00,  0.5000694E+00,  0.6939116E+00,
  0.9199982E+02,  0.6996155E-02,        92,         6,        24,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1217683E+01,  0.1217683E+01,  0.1217683E+01,  0.1217683E+01,  0.1217683E+01,  0.1217683E+01,  0.1217683E+01,  0.1217683E+01,  0.9835015E+00,  0.9835015E+00,  0.4996011E+00,  0.4996011E+00,  0.6916661E+00,
  0.9299980E+02,  0.6996155E-02,        93,         6,        24,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1208354E+01,  0.1208354E+01,  0.1208354E+01,  0.1208354E+01,  0.1208354E+01,  0.1208354E+01,  0.1208354E+01,  0.1208354E+01,  0.9792776E+00,  0.9792776E+00,  0.4986358E+00,  0.4986358E+00,  0.6893401E+00,
  0.9399979E+02,  0.6996155E-02,        94,         6,        24,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1199352E+01,  0.1199352E+01,  0.1199352E+01,  0.1199352E+01,  0.1199352E+01,  0.1199352E+01,  0.1199352E+01,  0.1199352E+01,  0.9750531E+00,  0.9750531E+00,  0.4975161E+00,  0.4975161E+00,  0.6869682E+00,
  0.9499977E+02,  0.6996155E-02,        95,         6,        24,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1190659E+01,  0.1190659E+01,  0.1190659E+01,  0.1190659E+01,  0.1190659E+01,  0.1190659E+01,  0.1190659E+01,  0.1190659E+01,  0.9708287E+00,  0.9708287E+00,  0.4962239E+00,  0.4962239E+00,  0.6845796E+00,
  0.9599976E+02,  0.6996155E-02,        96,         6,        24,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1182248E+01,  0.1182248E+01,  0.1182248E+01,  0.1182248E+01,  0.1182248E+01,  0.1182248E+01,  0.1182248E+01,  0.1182248E+01,  0.9666052E+00,  0.9666052E+00,  0.4949307E+00,  0.4949307E+00,  0.6821967E+00,
  0.9699974E+02,  0.6996155E-02,        97,         6,        24,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1174094E+01,  0.1174094E+01,  0.1174094E+01,  0.1174094E+01,  0.1174094E+01,  0.1174094E+01,  0.1174094E+01,  0.1174094E+01,  0.9623829E+00,  0.9623829E+00,  0.4936120E+00,  0.4936120E+00,  0.6798370E+00,
  0.9799973E+02,  0.6996155E-02,        98,         6,        24,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1166180E+01,  0.1166180E+01,  0.1166180E+01,  0.1166180E+01,  0.1166180E+01,  0.1166180E+01,  0.1166180E+01,  0.1166180E+01,  0.9581624E+00,  0.9581624E+00,  0.4922700E+00,  0.4922700E+00,  0.6775144E+00,
  0.9899971E+02,  0.6996155E-02,        99,         6,        24,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1158492E+01,  0.1158492E+01,  0.1158492E+01,  0.1158492E+01,  0.1158492E+01,  0.1158492E+01,  0.1158492E+01,  0.1158492E+01,  0.9539442E+00,  0.9539442E+00,  0.4909487E+00,  0.4909487E+00,  0.6752391E+00,
  0.9999969E+02,  0.6996155E-02,       100,         6,        24,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1151015E+01,  0.1151015E+01,  0.1151015E+01,  0.1151015E+01,  0.1151015E+01,  0.1151015E+01,  0.1151015E+01,  0.1151015E+01,  0.9497286E+00,  0.9497286E+00,  0.4898410E+00,  0.4898410E+00,  0.6730189E+00,
  0.1009997E+03,  0.6996155E-02,       101,         6,        24,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1143748E+01,  0.1143748E+01,  0.1143748E+01,  0.1143748E+01,  0.1143748E+01,  0.1143748E+01,  0.1143748E+01,  0.1143748E+01,  0.9455161E+00,  0.9455161E+00,  0.4885548E+00,  0.4885549E+00,  0.6708591E+00,
  0.1019997E+03,  0.6996155E-02,       102,         6,        24,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1137017E+01,  0.1137017E+01,  0.1137017E+01,  0.1137017E+01,  0.1137017E+01,  0.1137017E+01,  0.1137017E+01,  0.1137017E+01,  0.9414340E+00,  0.9414340E+00,  0.4873597E+00,  0.4873597E+00,  0.6687635E+00,
  0.1029996E+03,  0.6996155E-02,       103,         6,        24,  0.1538000E+01,  0.1538000E+01,  0.1538000E+01,  0.1538000E+01,  0.1538000E+01,  0.1538000E+01,  0.1175367E+01,  0.1175367E+01,  0.1175367E+01,  0.1175367E+01,  0.1175367E+01,  0.1175367E+01,  0.1175367E+01,  0.1175367E+01,  0.9392610E+00,  0.9392610E+00,  0.4896201E+00,  0.4896197E+00,  0.7014098E+00,
  0.1039996E+03,  0.6996155E-02,       104,         6,        24,  0.1557000E+01,  0.1557000E+01,  0.1557000E+01,  0.1557000E+01,  0.1557000E+01,  0.1557000E+01,  0.1253335E+01,  0.1253335E+01,  0.1253335E+01,  0.1253335E+01,  0.1253335E+01,  0.1253335E+01,  0.1253335E+01,  0.1253335E+01,  0.1031848E+01,  0.1031848E+01,  0.6714684E+00,  0.5369625E+00,  0.7093126E+00,
  0.1049996E+03,  0.6996155E-02,       105,         6,        24,  0.1569000E+01,  0.1569000E+01,  0.1569000E+01,  0.1569000E+01,  0.1569000E+01,  0.1569000E+01,  0.1258478E+01,  0.1258478E+01,  0.1258478E+01,  0.1258478E+01,  0.1258478E+01,  0.1258478E+01,  0.1258478E+01,  0.1258478E+01,  0.1062424E+01,  0.1062424E+01,  0.8362533E+00,  0.5664333E+00,  0.8363413E+00,
  0.1059996E+03,  0.6996155E-02,       106,         6,        24,  0.1552000E+01,  0.1552000E+01,  0.1552000E+01,  0.1552000E+01,  0.1552000E+01,  0.1552000E+01,  0.1235386E+01,  0.1235386E+01,  0.1235386E+01,  0.1235386E+01,  0.1235386E+01,  0.1235386E+01,  0.1235386E+01,  0.1235386E+01,  0.1027050E+01,  0.1027050E+01,  0.6261830E+00,  0.5291756E+00,  0.7010728E+00,
  0.1069996E+03,  0.6996155E-02,       107,         6,        24,  0.1544000E+01,  0.1544000E+01,  0.1544000E+01,  0.1544000E+01,  0.1544000E+01,  0.1544000E+01,  0.1228457E+01,  0.1228457E+01,  0.1228457E+01,  0.1228457E+01,  0.1228457E+01,  0.1228457E+01,  0.1228457E+01,  0.1228457E+01,  0.1012477E+01,  0.1012477E+01,  0.5420428E+00,  0.5151015E+00,  0.7006645E+00,
  0.1079996E+03,  0.6996155E-02,       108,         6,        24,  0.1539000E+01,  0.1539000E+01,  0.1539000E+01,  0.1539000E+01,  0.1539000E+01,  0.1539000E+01,  0.1246326E+01,  0.1246326E+01,  0.1246326E+01,  0.1246326E+01,  0.1246326E+01,  0.1246326E+01,  0.1246326E+01,  0.1246326E+01,  0.1000803E+01,  0.1000803E+01,  0.5016850E+00,  0.5016569E+00,  0.7006569E+00,
  0.1089996E+03,  0.6996155E-02,       109,         6,        24,  0.1537000E+01,  0.1537000E+01,  0.1537000E+01,  0.1537000E+01,  0.1537000E+01,  0.1537000E+01,  0.1215747E+01,  0.1215747E+01,  0.1215747E+01,  0.1215747E+01,  0.1215747E+01,  0.1215747E+01,  0.1215747E+01,  0.1215747E+01,  0.1000314E+01,  0.1000314E+01,  0.5011806E+00,  0.5011721E+00,  0.7006075E+00,
  0.1099995E+03,  0.6996155E-02,       110,         6,        24,  0.1536000E+01,  0.1536000E+01,  0.1536000E+01,  0.1536000E+01,  0.1536000E+01,  0.1536000E+01,  0.1218715E+01,  0.1218715E+01,  0.1218715E+01,  0.1218715E+01,  0.1218715E+01,  0.1218715E+01,  0.1218715E+01,  0.1218715E+01,  0.9962265E+00,  0.9962265E+00,  0.5007422E+00,  0.5007402E+00,  0.7005591E+00,
  0.1109995E+03,  0.6996155E-02,       111,         6,        24,  0.1536000E+01,  0.1536000E+01,  0.1536000E+01,  0.1536000E+01,  0.1536000E+01,  0.1536000E+01,  0.1219165E+01,  0.1219165E+01,  0.1219165E+01,  0.1219165E+01,  0.1219165E+01,  0.1219165E+01,  0.1219165E+01,  0.1219165E+01,  0.9921326E+00,  0.9921326E+00,  0.5005984E+00,  0.5005971E+00,  0.7005160E+00,
  0.1119995E+03,  0.6996155E-02,       112,         6,        24,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1210110E+01,  0.1210110E+01,  0.1210110E+01,  0.1210110E+01,  0.1210110E+01,  0.1210110E+01,  0.1210110E+01,  0.1210110E+01,  0.9880272E+00,  0.9880272E+00,  0.5004795E+00,  0.5004787E+00,  0.7004640E+00,
  0.1129995E+03,  0.6996155E-02,       113,         6,        24,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1201484E+01,  0.1201484E+01,  0.1201484E+01,  0.1201484E+01,  0.1201484E+01,  0.1201484E+01,  0.1201484E+01,  0.1201484E+01,  0.9839113E+00,  0.9839113E+00,  0.5003871E+00,  0.5003866E+00,  0.7004245E+00,
  0.1139995E+03,  0.6996155E-02,       114,         6,        24,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1193137E+01,  0.1193137E+01,  0.1193137E+01,  0.1193137E+01,  0.1193137E+01,  0.1193137E+01,  0.1193137E+01,  0.1193137E+01,  0.9797862E+00,  0.9797862E+00,  0.5002607E+00,  0.5002605E+00,  0.7003715E+00,
  0.1149995E+03,  0.6996155E-02,       115,         6,        24,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1185027E+01,  0.1185027E+01,  0.1185027E+01,  0.1185027E+01,  0.1185027E+01,  0.1185027E+01,  0.1185027E+01,  0.1185027E+01,  0.9756532E+00,  0.9756532E+00,  0.5001646E+00,  0.5001645E+00,  0.7003288E+00,
  0.1159995E+03,  0.6996155E-02,       116,         6,        24,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1177131E+01,  0.1177131E+01,  0.1177131E+01,  0.1177131E+01,  0.1177131E+01,  0.1177131E+01,  0.1177131E+01,  0.1177131E+01,  0.9715139E+00,  0.9715139E+00,  0.5001062E+00,  0.5001062E+00,  0.7002869E+00,
  0.1169994E+03,  0.6996155E-02,       117,         6,        24,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1169438E+01,  0.1169438E+01,  0.1169438E+01,  0.1169438E+01,  0.1169438E+01,  0.1169438E+01,  0.1169438E+01,  0.1169438E+01,  0.9673695E+00,  0.9673695E+00,  0.4999165E+00,  0.4999165E+00,  0.7002391E+00,
  0.1179994E+03,  0.6996155E-02,       118,         6,        24,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1535000E+01,  0.1161941E+01,  0.1161941E+01,  0.1161941E+01,  0.1161941E+01,  0.1161941E+01,  0.1161941E+01,  0.1161941E+01,  0.1161941E+01,  0.9632208E+00,  0.9632208E+00,  0.4996855E+00,  0.4996855E+00,  0.7001888E+00,
  0.1189994E+03,  0.6996155E-02,       119,         6,        24,  0.1537000E+01,  0.1537000E+01,  0.1537000E+01,  0.1537000E+01,  0.1537000E+01,  0.1537000E+01,  0.1180102E+01,  0.1180102E+01,  0.1180102E+01,  0.1180102E+01,  0.1180102E+01,  0.1180102E+01,  0.1180102E+01,  0.1180102E+01,  0.9612273E+00,  0.9612273E+00,  0.5009989E+00,  0.5009863E+00,  0.7021880E+00,
  0.1199994E+03,  0.6996155E-02,       120,         6,        24,  0.1572000E+01,  0.1572000E+01,  0.1572000E+01,  0.1572000E+01,  0.1572000E+01,  0.1572000E+01,  0.1264505E+01,  0.1264505E+01,  0.1264505E+01,  0.1264505E+01,  0.1264505E+01,  0.1264505E+01,  0.1264505E+01,  0.1264505E+01,  0.1062197E+01,  0.1062197E+01,  0.8327247E+00,  0.5652409E+00,  0.8327961E+00,
  0.1209994E+03,  0.6996155E-02,       121,         6,        24,  0.1539000E+01,  0.1539000E+01,  0.1539000E+01,  0.1539000E+01,  0.1539000E+01,  0.1539000E+01,  0.1209309E+01,  0.1209309E+01,  0.1209309E+01,  0.1209309E+01,  0.1209309E+01,  0.1209309E+01,  0.1209309E+01,  0.1209309E+01,  0.1015061E+01,  0.1015061E+01,  0.5446770E+00,  0.5154558E+00,  0.7018070E+00,
